Animal type;Country;Weight kg;Body Length cm;Gender;Animal code;Latitude;Longitude;Animal name;Observation date;Data compiled by
red squirrel;Czech Republic;0.288;18;male;;49.937839;14.179075;;06.04.2024;John Johnson
red squirrel;Czech Republic;0.313;22;female;;49.939308;14.180747;;06.04.2024;John Johnson
red squirrel;Poland;0.348;23;male;;50.041252;19.950033;;06.04.2024;Anne Anthony
European bison™;Poland;1100;350;male;;52.803316;23.686301;;07.04.2024;Anne Anthony
hedgehog;Hungary;0.9;16;female;;47.506638;18.940091;;07.04.2024;Anne Anthony
lynx;Poland;23;73;male;;52.823016;23.812286;;07.04.2024;Anne Anthony
red squirrel;Hungary;0.319;18;male;;47.508665;18.940456;;07.04.2024;Anne Anthony
red squirrell;Hungary;0.28;21;female;;47.510978;18.942963;;07.04.2024;Anne Anthony
red squirrel;Austria;0.264;22;female;;47.857586;15.081328;;07.04.2024;Bob Bobson
red squirrel;Austria;0.334;19;male;;47.856971;15.078984;;07.04.2024;Bob Bobson
red squirrel;Austria;0.278;21;male;;47.856769;15.076411;;07.04.2024;Bob Bobson
red squirrel;Austria;0.333;22;female;;47.855379;15.077237;Lola;07.04.2024;Bob Bobson
red squirrel;Austria;0.323;23;male;;47.856015;15.08325;;07.04.2024;Bob Bobson
hedgehog;Slovakia;1.1;16;female;;48.413154;18.875356;;07.04.2024;John Johnson
red squirrel;Hungary;0.319;18;male;;47.508665;18.940456;;07.04.2024;Anne Anthony
red squirrell;Hungary;0.28;21;female;;47.510978;18.942963;;07.04.2024;Anne Anthony
red squirrel;PL;0.265;22;female;;50.041147;19.950460;;08.04.2024;Anne Anthony
red squirrel;Austria;0.27;23;female;;47.853881;15.078367;;08.04.2024;Bob Bobson
red squirrel;Austria;0.299;19;female;;47.854855;15.082168;Sissi;08.04.2024;Bob Bobson
red squirrel;Austria;0.3;21;male;;47.855216;15.078877;;08.04.2024;Bob Bobson
red squirrel;Austria;0.338;19;male;;47.857495;15.07895;;08.04.2024;Bob Bobson
red squirrel;Austria;0.285;21;female;;47.853875;15.078745;;08.04.2024;Bob Bobson
red squirrel;Austria;0.333;19;female;;47.854756;15.082892;Sissi;08.04.2024;Bob Bobson
red squirrel;Austria;0.323;23;male;;47.854099;15.076812;;08.04.2024;Bob Bobson
European bison;CC;560;250;female;;50.645077;14.840304;;08.04.2024;John Johnson
hedgehog;Slovakia;1.1;25;male;;48.412590;18.873020;;08.04.2024;John Johnson
red squirrel;Slovakia;-0.252;21;male;;49.057599;22.422203;;08.04.2024;John Johnson
red squirrel;Slovakia;0.26;18;male;;49.053175;22.414666;;08.04.2024;John Johnson
red squirrel;Slovakia;0.329;20;male;;49.054663;22.412082;;08.04.2024;John Johnson
red squirrel;Slovakia;0.33;21;female;;49.055275;22.414210;;08.04.2024;John Johnson
red squirrel;Slovakia;0.271;23;male;;49.052914;22.422990;;08.04.2024;John Johnson
red squirrel;Slovakia;0.298;18;female;;49.055453;22.423536;;08.04.2024;John Johnson
red squirrel;Slovakia;0.281;23;male;;49.056583;22.415432;;08.04.2024;John Johnson
red squirrel;Slovakia;0.316;22;female;;49.054586;22.413680;;08.04.2024;John Johnson
red squirrel;Slovakia;0.265;18;male;;49.056946;22.424916;;08.04.2024;John Johnson
red squirrel;PL;0.265;22;female;;50.041147;19.950460;;08.04.2024;Anne Anthony
red squirrel;Poland;0.296;22;male;;50.041497;19.950657;;09.04.2024;Anne Anthony
red squirrel;Hungary;0.257;20;female;;47.509375;18.939808;;09.04.2024;Anne Anthony
red squirrel;Czech Republic;0.313;21;male;;49.937425;14.182723;;09.04.2024;John Johnson
red squirrel;Czech Republic;0.282;19;female;;49.939072;14.180063;;09.04.2024;John Johnson
red squirrel;Poland;0.296;22;male;;50.041497;19.950657;;09.04.2024;Anne Anthony
red squirrel;Hungary;0.257;20;female;;47.509375;18.939808;;09.04.2024;Anne Anthony
European bison;PL;486;235;female;;52.809086;23.696425;;10.04.2024;Anne Anthony
lynx;PL;22;78;male;;52.821625;23.818063;;10.04.2024;Anne Anthony
hedgehog;Slovakia;1.2;26;male;;48.409469;18.861715;;10.04.2024;John Johnson
red squirrel;Czech Republic;0.257;21;male;;50.107147;14.347009;;10.04.2024;John Johnson
European bison;Poland;610;281;female;;52.810989;23.689137;;11.04.2024;Anne Anthony
hedgehog;Hungary;0.8;17;female;;47.507081;18.939062;;11.04.2024;Anne Anthony
red squirrel;Poland;0.325;20;female;;50.041347;19.950773;;11.04.2024;Anne Anthony
red squirrel;Hungary;0.275;21;female;;47.506071;18.949311;;11.04.2024;Anne Anthony
red squirrel;Hungary;0.285;20;male;;47.509655;18.943576;;11.04.2024;Anne Anthony
red squirrel;Australia;0.31;23;male;;47.856092;15.083547;;11.04.2024;Bob Bobson
red squirrel;Austria;0.256;19;male;;47.854876;15.08295;;11.04.2024;Bob Bobson
red squirrel;Austria;0.285;23;male;;47.857535;15.078083;;11.04.2024;Bob Bobson
red squirrel;Germany;0.303;19;female;;48.162437;11.494298;;11.04.2024;Bob Bobson
red squirrel;Germany;0.273;19;male;;48.161106;11.48991;;11.04.2024;Bob Bobson
red squirrel;Germany;0.267;22;female;;48.161385;11.492571;;11.04.2024;Bob Bobson
red squirrel;Germany;0.258;20;female;;48.162137;11.494415;;11.04.2024;Bob Bobson
red squirrel;Germany;0.296;18;male;;48.162162;11.493917;;11.04.2024;Bob Bobson
lynx;Slovakia;22;88;male;;48.408550;18.864935;;11.04.2024;John Johnson
red squirrel;Czech Republic;0.308;22;female;;50.106721;14.346231;;11.04.2024;John Johnson
red squirrel;Poland;0.325;20;female;;50.041347;19.950773;;11.04.2024;Anne Anthony
red squirrel;Hungary;0.275;21;female;;47.506071;18.949311;;11.04.2024;Anne Anthony
red squirrel;Hungary;0.285;20;male;;47.509655;18.943576;;11.04.2024;Anne Anthony
European bison;Poland;853;287;male;;52.803560;23.690378;;12.04.2024;Anne Anthony
red squirrel;Germany;0.302;18;female;;48.160992;11.495374;;12.04.2024;Bob Bobson
hedgehog;Slovakia;1;20;female;;48.408713;18.863829;;12.04.2024;John Johnson
red squirrel;Czech Republic;0.325;21;female;;50.106483;14.348192;;12.04.2024;John Johnson
hedgehog;HU;1.2;23;male;;47.511267;18.940191;;13.04.2024;Anne Anthony
red squirrel;Poland;0.264;20;male;;50.041366;19.949936;;13.04.2024;Anne Anthony
red squirrel;Poland;;;male;;50.041573;19.949850;;13.04.2024;Anne Anthony
red squirrel;Poland;0.32;23;female;;50.041554;19.951130;;13.04.2024;Anne Anthony
red squirrel;Poland;0.298;23;male;;52.211967;21.032924;;13.04.2024;Anne Anthony
hedgehog;Slovakia;0.8;23;male;;48.412843;18.872614;;13.04.2024;John Johnson
hedgehog;Slovakia;0.8;16;male;;48.407138;18.867247;;13.04.2024;John Johnson
red squirrel;Poland;0.264;20;male;;50.041366;19.949936;;13.04.2024;Anne Anthony
red squirrel;Poland;;;male;;50.041573;19.949850;;13.04.2024;Anne Anthony
red squirrel;Poland;0.32;23;female;;50.041554;19.951130;;13.04.2024;Anne Anthony
red squirrel;Poland;0.298;23;male;;52.211967;21.032924;;13.04.2024;Anne Anthony
hedgehog;Hungary;0.4;17;female;;47.509261;18.949967;;14.04.2024;Anne Anthony
lynx;Poland;20;90;female;;52.824608;23.817396;;14.04.2024;Anne Anthony
red squirrel;Hungary;0.297;18;male;;47.506306;18.946099;;14.04.2024;Anne Anthony
red squirrel;Hungary;0.308;20;female;;47.510068;18.947176;;14.04.2024;Anne Anthony
red squirrel;Hungary;0.268;19;male;;47.511060;18.939832;;14.04.2024;Anne Anthony
red squirrel;Germany;0.259;22;male;;48.160831;11.492403;;14.04.2024;Bob Bobson
red squirrel;Hungary;0.297;18;male;;47.506306;18.946099;;14.04.2024;Anne Anthony
red squirrel;Hungary;0.308;20;female;;47.510068;18.947176;;14.04.2024;Anne Anthony
red squirrel;Hungary;0.268;19;male;;47.511060;18.939832;;14.04.2024;Anne Anthony
European bisson;Poland;700;286;male;;52.808503;23.69937;;15.04.2024;Anne Anthony
hedgehog;Hungary;0.7;15;male;;47.511427;18.948714;;15.04.2024;Anne Anthony
red squirrel;Poland;0.278;21;female;;52.211888;21.032350;;15.04.2024;Anne Anthony
red squirrel;Germany;0.339;19;female;;48.161422;11.491813;;15.04.2024;Bob Bobson
red squirrel;Germany;0.307;22;male;;48.160790;11.489549;;15.04.2024;Bob Bobson
red squirrel;Germany;0.256;20;female;;48.161009;11.491557;;15.04.2024;Bob Bobson
red squirrel;Germany;0.29;20;male;;48.160807;11.494219;;15.04.2024;Bob Bobson
red squirrel;Germany;0.323;18;female;;48.161794;11.494325;;15.04.2024;Bob Bobson
red squirrel;Germany;0.293;21;male;;48.161069;11.49303;;15.04.2024;Bob Bobson
red squirrel;Germany;0.326;18;female;;48.160870;11.49027;;15.04.2024;Bob Bobson
red squirrel;Germany;0.266;21;female;;48.160560;11.490806;;15.04.2024;Bob Bobson
hedgehog;Slovakia;0.5;18;female;;48.409909;18.867006;;15.04.2024;John Johnson
red squirrel;Czech Republic;0.317;19;male;;50.106373;14.347574;;15.04.2024;John Johnson
red squirrel;Poland;0.278;21;female;;52.211888;21.032350;;15.04.2024;Anne Anthony
hedgehog;Hungary;0.5;19;female;;47.506430;18.947912;;16.04.2024;Anne Anthony
hedgehog;Hungary;0.6;15;male;;47.506663;18.940320;;16.04.2024;Anne Anthony
red squirrel;Hungary;0.254;20;female;;47.508169;18.947418;;16.04.2024;Anne Anthony
red squirrel;Germany;0.313;19;male;;48.161902;11.49458;;16.04.2024;Bob Bobson
red squirrel;Germany;0.2;14;male;;49.554765;11.0922;;16.04.2024;Bob Bobson
red squirrel;Germany;0.278;18;female;;49.558466;11.096048;;16.04.2024;Bob Bobson
hedgehog;Slovakia;0.6;25;male;;48.407605;18.876341;;16.04.2024;John Johnson
red squirrel;Hungary;0.254;20;female;;47.508169;18.947418;;16.04.2024;Anne Anthony
red squirrel;Poland;0.298;19;female;;52.212379;21.032913;;17.04.2024;Anne Anthony
hedgehog;Germany;0.7;21;male;;49.556052;11.081501;;17.04.2024;Bob Bobson
hedgehog;Germany;1.2;28;male;;49.551520;11.079537;;17.04.2024;Bob Bobson
hedgehog;Germany;0.5;18;female;;49.553737;11.087705;;17.04.2024;Bob Bobson
hedgehog;Germany;1;20;male;;49.560442;11.098395;;17.04.2024;Bob Bobson
hedgehog;Germany;0.9;25;male;;49.560723;11.084667;;17.04.2024;Bob Bobson
hedgehog;Germany;0.4;16;female;;49.558790;11.081218;;17.04.2024;Bob Bobson
red squirrel;Germany;0.294;20;male;;49.545857;11.076254;;17.04.2024;Bob Bobson
red squirrel;Germany;0.3;23;female;;49.554685;11.08345;;17.04.2024;Bob Bobson
hedgehog;Slovakia;1.1;23;male;;48.186112;17.090491;;17.04.2024;John Johnson
lynx;Slovakia;27;100;male;;48.411117;18.862265;;17.04.2024;John Johnson
red squirrel;Czech Republic;0.283;22;female;;50.106413;14.348204;;17.04.2024;John Johnson
red squirrel;Czech Republic;0.28;22;female;;50.107135;14.348206;;17.04.2024;John Johnson
red squirrel;Poland;0.298;19;female;;52.212379;21.032913;;17.04.2024;Anne Anthony
European bison;Poland;405;220;female;;52.804031;23.683032;;18.04.2024;Anne Anthony
hedgehog;Germany;1;24;male;;49.561057;11.084334;;18.04.2024;Bob Bobson
hedgehog;Germany;0.6;11;male;;49.557055;11.101996;;18.04.2024;Bob Bobson
hedgehog;Germany;0.7;25;male;;49.554133;11.089674;;18.04.2024;Bob Bobson
hedgehog;Germany;0.6;22;female;;49.561174;11.102216;;18.04.2024;Bob Bobson
hedgehog;Germany;0.5;20;male;;49.563085;11.101392;;18.04.2024;Bob Bobson
hedgehog;Germany;0.9;25;male;;49.551318;11.085475;;18.04.2024;Bob Bobson
hedgehog;Germany;0.5;16;female;;49.556237;11.088639;;18.04.2024;Bob Bobson
hedgehog;Germany;0.8;17;male;;49.545768;11.086386;;18.04.2024;Bob Bobson
red squirrel;Czech Republic;0.326;23;male;;50.107313;14.348552;;18.04.2024;John Johnson
European bison;Poland;662;244;female;;52.809106;23.680095;;19.04.2024;Anne Anthony
red squirrel;Poland;0.341;23;male;;52.212042;21.033492;;19.04.2024;Anne Anthony
hedgehog;Austria;0.6;17;female;;47.319579;11.186061;;19.04.2024;Bob Bobson
hedgehog;Austria;0.9;25;male;;47.317974;11.187472;;19.04.2024;Bob Bobson
hedgehog;Austria;1.1;22;male;;47.316562;11.191160;;19.04.2024;Bob Bobson
hedgehog;Austria;1.2;24;male;;47.318191;11.189484;;19.04.2024;Bob Bobson
European bison;CC;656;245;female;;50.643056;14.843037;;19.04.2024;John Johnson
hedgehog;Slovakia;1.1;19;female;;48.187522;17.087251;;19.04.2024;John Johnson
hedgehog;Slovakia;1.1;29;male;;48.185406;17.084535;;19.04.2024;John Johnson
lynx;Czech Republic;12;52;male;;-78.582972;14.367993;;19.04.2024;John Johnson
lynx;Slovakia;24;81;female;;48.408549;18.873960;;19.04.2024;John Johnson
lynx?;Czech Republic;22;83;female;;50.882924;14.368207;;19.04.2024;John Johnson
red squirrel;Poland;0.341;23;male;;52.212042;21.033492;;19.04.2024;Anne Anthony
red squirrel;Poland;0.327;23;male;;52.212168;21.032304;;20.04.2024;Anne Anthony
red squirrel;Poland;0.337;24;female;;52.211797;21.033750;Basia;20.04.2024;Anne Anthony
red squirrel;Poland;0.318;24;male;;52.212470;21.033642;;20.04.2024;Anne Anthony
red squirrel;Poland;0.33;23;male;;52.211872;21.032296;Puchatek;20.04.2024;Anne Anthony
red squirrel;Poland;0.327;23;male;;52.212168;21.032304;;20.04.2024;Anne Anthony
red squirrel;Poland;0.337;24;female;;52.211797;21.033750;Basia;20.04.2024;Anne Anthony
red squirrel;Poland;0.318;24;male;;52.212470;21.033642;;20.04.2024;Anne Anthony
red squirrel;Poland;0.33;23;male;;52.211872;21.032296;Puchatek;20.04.2024;Anne Anthony
European bison;Poland;776;294;male;;52.805299;23.701093;;21.04.2024;Anne Anthony
hedgehog;Slovakia;0.8;18;male;;48.186208;17.089749;;21.04.2024;John Johnson
red squirrel;Poland;0.306;19;female;;52.212605;21.033877;;22.04.2024;Anne Anthony
red squirrel;Poland;0.349;20;female;;52.212001;21.033903;;22.04.2024;Anne Anthony
lynx;Czech Republic;23;78;male;;-78.582973;14.366824;;22.04.2024;John Johnson
red squirrel;Poland;0.306;19;female;;52.212605;21.033877;;22.04.2024;Anne Anthony
red squirrel;Poland;0.349;20;female;;52.212001;21.033903;;22.04.2024;Anne Anthony
hedgehog;Slovakia;0.7;16;male;;48.184231;17.091694;;23.04.2024;John Johnson
European bison;Poland;650;286;female;;52.812486;23.686231;;24.04.2024;Anne Anthony
red squirrel;Poland;0.271;19;female;;52.211797;21.032857;;24.04.2024;Anne Anthony
red squirrel;Poland;0.329;24;female;;52.212045;21.031986;;24.04.2024;Anne Anthony
lynx;Austria;20;90;male;;47.781188;14.385356;;24.04.2024;Bob Bobson
lynx;Austria;26;91;female;;47.780999;14.382120;;24.04.2024;Bob Bobson
hedgehog;Slovakia;0.6;15;female;;48.185648;17.083763;;24.04.2024;John Johnson
red squirrel;Poland;0.271;19;female;;52.211797;21.032857;;24.04.2024;Anne Anthony
red squirrel;Poland;0.329;24;female;;52.212045;21.031986;;24.04.2024;Anne Anthony
lynx;Poland;14;65;female;;52.851841;23.891580;;25.04.2024;Anne Anthony
red squirrel;Poland;0.311;21;male;;52.212203;21.032279;;25.04.2024;Anne Anthony
red squirrel;Poland;0.311;21;male;;52.212203;21.032279;;25.04.2024;Anne Anthony
hedgehog;Slovakia;0.7;16;male;;48.185433;17.086216;;26.04.2024;John Johnson
red squirrel;Poland;0.29;24;female;;52.212763;21.032786;;27.04.2024;Anne Anthony
hedgehog;Slovakia;1.2;22;male;;48.186913;17.088174;;27.04.2024;John Johnson
hedgehog;Slovakia;0.7;24;female;;48.185649;17.088834;;27.04.2024;John Johnson
red squirrel;Poland;0.29;24;female;;52.212763;21.032786;;27.04.2024;Anne Anthony
lynx;Poland;12;52;male;;52.848214;23.891978;;28.04.2024;Anne Anthony
lynx;Poland;27;95;female;;52.853843;23.919668;;28.04.2024;Anne Anthony
red squirrel;Poland;0.312;23;male;;52.212120;21.034268;;28.04.2024;Anne Anthony
hedgehog;Germany;0.5;20;male;;49.553240;11.074008;;28.04.2024;Bob Bobson
hedgehog;Germany;1.1;20;female;;49.551562;11.081737;;28.04.2024;Bob Bobson
hedgehog;Germany;0.6;18;male;;49.547376;11.079529;;28.04.2024;Bob Bobson
hedgehog;Germany;0.8;20;male;;49.560178;11.093259;;28.04.2024;Bob Bobson
hedgehog;Germany;0.8;19;male;;49.558968;11.106642;;28.04.2024;Bob Bobson
hedgehog;Slovakia;0.9;20;male;;48.186370;17.090384;;28.04.2024;John Johnson
red squirrel;Poland;0.312;23;male;;52.212120;21.034268;;28.04.2024;Anne Anthony
hedgehog;Hungary;0.6;16;female;;47.506035;18.944528;;29.04.2024;Anne Anthony
red squirrel;Poland;0.27;21;female;;52.212390;21.034548;Basia;29.04.2024;Anne Anthony
hedgehog;Slovakia;1.1;23;male;;48.183848;17.082806;;29.04.2024;John Johnson
lynx;Slovakia;22;73;male;;48.410551;18.864866;;29.04.2024;John Johnson
red squirrel;Poland;0.27;21;female;;52.212390;21.034548;Basia;29.04.2024;Anne Anthony
red squirrel;Poland;0.292;20;female;;52.212433;21.032496;;30.04.2024;Anne Anthony
red squirrel;Poland;0.292;20;female;;52.212433;21.032496;;30.04.2024;Anne Anthony
;;;;;;;;;03.05.2024;James Johnson
red squirrel;Poland;0.305;19;female;;52.212746;21.033832;;09.05.2024;Anne Anthony
hedgehog;Slovakia;0.7;22;male;;48.232760;17.069049;;09.05.2024;John Johnson
red squirrel;Poland;0.305;19;female;;52.212746;21.033832;;09.05.2024;Anne Anthony
hedgehog;Hungary;0.7;16;male;;47.509595;18.939751;;10.05.2024;Anne Anthony
hedgehog;Hungary;1;20;male;;47.511301;18.939740;;10.05.2024;Anne Anthony
red squirrel;Poland;0.264;21;male;;52.212148;21.033421;;11.05.2024;Anne Anthony
hedgehog;Germany;0.7;24;male;;49.560230;11.102233;;11.05.2024;Bob Bobson
hedgehog;Germany;1.1;19;female;;49.548410;11.078249;;11.05.2024;Bob Bobson
hedgehog;Slovakia;0.8;24;female;;48.239628;17.087298;;11.05.2024;John Johnson
red squirrel;Poland;0.264;21;male;;52.212148;21.033421;;11.05.2024;Anne Anthony
hedgehog;Hungary;1;23;female;;47.507376;18.939600;;12.05.2024;Anne Anthony
red squirrel;Poland;0.266;20;male;;52.212429;21.032435;;12.05.2024;Anne Anthony
hedgehog;Slovakia;0.5;19;male;;48.231939;17.087688;;12.05.2024;John Johnson
red squirrel;Poland;0.266;20;male;;52.212429;21.032435;;12.05.2024;Anne Anthony
red squirrel;Poland;0.266;21;female;;52.212840;21.034377;;13.05.2024;Anne Anthony
red squirrel;Poland;0.317;20;female;;52.212163;21.032633;;13.05.2024;Anne Anthony
hedgehog;Slovakia;1;18;male;;48.225014;17.081449;;13.05.2024;John Johnson
red squirrel;Poland;0.266;21;female;;52.212840;21.034377;;13.05.2024;Anne Anthony
red squirrel;Poland;0.317;20;female;;52.212163;21.032633;;13.05.2024;Anne Anthony
hedgehog;Hungary;0.6;17;female;;47.506311;18.947371;;14.05.2024;Anne Anthony
red squirrel;Poland;0.27;23;female;;52.212553;21.032768;;14.05.2024;Anne Anthony
hedgehog;Slovakia;0.7;22;female;;48.225116;17.086408;;14.05.2024;John Johnson
red squirrel;Poland;0.27;23;female;;52.212553;21.032768;;14.05.2024;Anne Anthony
red squirrel;Poland;0.279;22;male;;52.212411;21.033173;;15.05.2024;Anne Anthony
red squirrel;Poland;0.279;22;male;;52.212411;21.033173;;15.05.2024;Anne Anthony
hedgehog;Hungary;1;18;female;;47.507019;18.944015;;16.05.2024;Anne Anthony
hedgehog;Slovakia;0.4;13;male;;48.237386;17.078352;;16.05.2024;John Johnson
hedgehog;Hungary;;;male;;47.510077;18.945646;;17.05.2024;Anne Anthony
hedgehog;Hungary;0.7;11;female;;47.507758;18.949223;;17.05.2024;Anne Anthony
red squirrel;Poland;0.28;19;female;;52.212542;21.033829;;17.05.2024;Anne Anthony
red squirrel;Poland;0.26;19;male;;52.212628;21.034494;;17.05.2024;Anne Anthony
red squirrel;Poland;0.294;24;female;;52.212940;21.034208;;17.05.2024;Anne Anthony
hedgehog;Slovakia;0.6;20;male;;48.235981;17.081698;;17.05.2024;John Johnson
hedgehog;Slovakia;0.8;16;female;;48.234930;17.084813;;17.05.2024;John Johnson
lynx;Slovakia;18;76;male;;48.412724;18.868878;;17.05.2024;John Johnson
red squirrel;Poland;0.28;19;female;;52.212542;21.033829;;17.05.2024;Anne Anthony
red squirrel;Poland;0.26;19;male;;52.212628;21.034494;;17.05.2024;Anne Anthony
red squirrel;Poland;0.294;24;female;;52.212940;21.034208;;17.05.2024;Anne Anthony
red squirrel;Poland;0.306;21;male;;52.211896;21.033806;;18.05.2024;Anne Anthony
red squirrel;Poland;0.277;22;male;;52.211924;21.033243;;18.05.2024;Anne Anthony
red squirrel;Poland;0.306;21;male;;52.211896;21.033806;;18.05.2024;Anne Anthony
red squirrel;Poland;0.277;22;male;;52.211924;21.033243;;18.05.2024;Anne Anthony
hedgehog;Hungary;1.1;22;female;;47.510584;18.941730;;19.05.2024;Anne Anthony
hedgehog;Slovakia;0.6;19;female;;48.236605;17.071495;;19.05.2024;John Johnson
lynx;Slovakia;22;85;male;;48.411436;18.864780;;19.05.2024;John Johnson
red squirrel;Poland;0.341;21;female;;52.212295;21.034039;;20.05.2024;Anne Anthony
red squirrel;Poland;0.341;21;female;;52.212295;21.034039;;20.05.2024;Anne Anthony
red squirrel;Poland;0.338;22;female;;52.212915;21.033226;;21.05.2024;Anne Anthony
red squirrel;Poland;0.311;19;female;;52.212601;21.032613;;21.05.2024;Anne Anthony
hedgehog;Slovakia;1.2;25;male;;48.231497;17.073128;;21.05.2024;John Johnson
hedgehog;Slovakia;0.4;16;female;;48.238634;17.074895;;21.05.2024;John Johnson
red squirrel;Poland;0.338;22;female;;52.212915;21.033226;;21.05.2024;Anne Anthony
red squirrel;Poland;0.311;19;female;;52.212601;21.032613;;21.05.2024;Anne Anthony
red squirrel;Poland;0.308;23;male;;52.212245;21.032988;;22.05.2024;Anne Anthony
red squirrel;Poland;0.308;22;female;;52.212583;21.032932;;22.05.2024;Anne Anthony
red squirrel;Poland;0.308;23;male;;52.212245;21.032988;;22.05.2024;Anne Anthony
red squirrel;Poland;0.308;22;female;;52.212583;21.032932;;22.05.2024;Anne Anthony
red squirrel;Poland;0.29;23;male;;52.212065;21.034571;;23.05.2024;Anne Anthony
hedgehog;Slovakia;0.5;16;male;;48.231214;17.084105;;23.05.2024;John Johnson
lynx;Czech Republic;21;91;female;;50.881878;14.371969;;23.05.2024;John Johnson
red squirrel;Poland;0.29;23;male;;52.212065;21.034571;;23.05.2024;Anne Anthony
red squirrel;Poland;0.346;22;female;;52.212305;21.033921;;24.05.2024;Anne Anthony
hedgehog;Slovakia;0.7;20;female;;48.231411;17.075484;;24.05.2024;John Johnson
red squirrel;Poland;0.346;22;female;;52.212305;21.033921;;24.05.2024;Anne Anthony
red squirrel;Poland;;;male;;52.212906;21.033210;;25.05.2024;Anne Anthony
red squirrel;Poland;;;male;;52.212906;21.033210;;25.05.2024;Anne Anthony
red squirrel;Poland;0.327;24;female;;52.822110;23.814403;;26.05.2024;Anne Anthony
hedgehog;Slovakia;0.8;18;male;;48.237588;17.090344;;26.05.2024;John Johnson
red squirrel;Poland;0.327;24;female;;52.822110;23.814403;;26.05.2024;Anne Anthony
hedgehog;Slovakia;0.7;18;female;;48.232775;17.070226;;27.05.2024;John Johnson
red squirrel;Poland;0.274;23;male;;52.821631;23.813638;;28.05.2024;Anne Anthony
red squirrel;Poland;0.274;23;male;;52.821631;23.813638;;28.05.2024;Anne Anthony
red squirrel;Poland;0.31;19;female;;52.821524;23.817037;Basia;29.05.2024;Anne Anthony
hedgehog;Slovakia;0.8;18;male;;48.226890;17.084025;;29.05.2024;John Johnson
lynx;Slovakia;25;101;female;;48.412941;18.863684;;29.05.2024;John Johnson
red squirrel;Poland;0.31;19;female;;52.821524;23.817037;Basia;29.05.2024;Anne Anthony
hedgehog;Slovakia;0.6;18;female;;48.237124;17.085811;;30.05.2024;John Johnson
red squirrel;Poland;0.315;24;female;;52.822950;23.812750;;31.05.2024;Anne Anthony
red squirrel;Poland;0.293;22;female;;52.820813;23.809086;;31.05.2024;Anne Anthony
red squirrel;Poland;0.302;24;male;;52.825793;23.811068;;31.05.2024;Anne Anthony
red squirrel;Poland;0.299;20;female;;52.820308;23.809736;;31.05.2024;Anne Anthony
hedgehog;Slovakia;0.6;15;male;;48.228141;17.089055;;31.05.2024;John Johnson
lynx;Slovakia;30;115;male;;48.408025;18.865229;;31.05.2024;John Johnson
red squirrel;Poland;0.315;24;female;;52.822950;23.812750;;31.05.2024;Anne Anthony
red squirrel;Poland;0.293;22;female;;52.820813;23.809086;;31.05.2024;Anne Anthony
red squirrel;Poland;0.302;24;male;;52.825793;23.811068;;31.05.2024;Anne Anthony
red squirrel;Poland;0.299;20;female;;52.820308;23.809736;;31.05.2024;Anne Anthony
red squirrel;Poland;0.325;20;male;;52.823959;23.817073;;01.06.2024;Anne Anthony
red squirrel;Poland;0.276;22;male;;52.825746;23.815204;;01.06.2024;Anne Anthony
red squirrel;Poland;0.298;24;female;;52.823595;23.814758;;01.06.2024;Anne Anthony
red squirrel;Poland;0.322;23;male;;52.825363;23.816829;;01.06.2024;Anne Anthony
red squirrel;Poland;0.344;22;female;;52.821958;23.811375;;01.06.2024;Anne Anthony
red squirrel;Poland;0.323;22;female;;52.823084;23.816106;;01.06.2024;Anne Anthony
red squirrel;Poland;0.325;20;male;;52.823959;23.817073;;01.06.2024;Anne Anthony
red squirrel;Poland;0.276;22;male;;52.825746;23.815204;;01.06.2024;Anne Anthony
red squirrel;Poland;0.298;24;female;;52.823595;23.814758;;01.06.2024;Anne Anthony
red squirrel;Poland;0.322;23;male;;52.825363;23.816829;;01.06.2024;Anne Anthony
red squirrel;Poland;0.344;22;female;;52.821958;23.811375;;01.06.2024;Anne Anthony
red squirrel;Poland;0.323;22;female;;52.823084;23.816106;;01.06.2024;Anne Anthony
hedgehog;Slovakia;0.6;15;male;;48.238913;17.065508;;02.06.2024;John Johnson
;;;;;;;;;03.06.2024;James Johnson
hedgehog;Slovakia;0.7;14;female;;48.237762;17.067101;;03.06.2024;John Johnson
hedgehog;Slovakia;0.7;17;female;;48.238517;17.090268;;03.06.2024;John Johnson
hedgehog;Slovakia;0.7;24;male;;48.232384;17.067453;;05.06.2024;John Johnson
red squirrel;Czech Republic;0.324;19;male;;50.881376;14.367503;;06.06.2024;John Johnson
red squirrel;Czech Republic;0.324;19;female;;50.883325;14.372463;;06.06.2024;John Johnson
lynx;Slovakia;19;84;female;;48.408917;18.862915;;07.06.2024;John Johnson
red squirrel;Czech Republic;0.291;21;female;;50.881428;14.366689;;08.06.2024;John Johnson
red squirrel;Czech Republic;0.258;20;male;;50.882642;14.372818;;08.06.2024;John Johnson
red squirrel;Czech Republic;0.333;23;male;;50.883849;14.367353;;10.06.2024;John Johnson
red squirrel;Czech Republic;0.278;18;female;;50.884288;14.372837;;11.06.2024;John Johnson
lynx;Slovakia;23;95;male;;48.411736;18.874597;;19.06.2024;John Johnson
lynx;Slovakia;11;52;female;;48.411790;18.871650;;19.06.2024;John Johnson
lynx?;Czech Republic;25;97;female;;50.881003;14.369286;;30.06.2024;John Johnson
lynx;Slovakia;15;65;female;;48.406339;18.841071;;03.07.2024;James Johnson
